,paperID,authorName
1746,524," Haron, Z A"
1747,524," Johari, A"
1748,524," Latiff, M Y A"
1749,524," Isnain, N E M"
1750,525,"Schw gerl, Felix"
1751,525,"Uhrig, Sabrina"
1752,525,"Westfechtel, Bernhard"
1753,526,"Begoli, Edmon"
1754,527,"Begoli, Edmon"
1755,528,"Magee, J N"
1756,529,"Estevez, Elisabet"
1757,529,"Marcos, Marga"
1758,530,"Estevez, Elisabet"
1759,530,"Marcos, Marga"
1760,531,"Estevez, E"
1761,531," Marcos, M"
1762,532,"Estevez, E"
1763,532," Marcos, M"
1764,533,"Koziolek, Heiko"
1765,533,"Weiss, Roland"
1766,533,"Doppelhamer, Jens"
1767,534,"Mustapic, Goran"
1768,534,"Wall, Anders"
1769,534,"Norstr m, Christer"
1770,534,"Crnkovic, Ivica"
1771,534,"Sandstr m, Kristian"
1772,534,"Fr berg, Joakim"
1773,534,"Andersson, Johan"
1774,535,"Mustapic, G"
1775,535," Wall, A"
1776,535," Norstrom, C"
1777,535," Crnkovic, I"
1778,535," Sandstrom, K"
1779,535," Froberg, J"
1780,535," Andersson, J"
1781,536,"Beaumais, Olivier"
1782,536,"Laroutis, Dimitri"
1783,537,"Beaumais, Olivier"
1784,537,"Laroutis, Dimitri"
1785,538,"Andersen, Mads Schaarup"
1786,539,"Andersen, Mads Schaarup"
1787,539,"Christensen, Henrik Brbak"
1788,540,"Schaarup, M"
1789,540," Christensen, H B"
1790,541,"Begoli, Edmon"
1791,542,"Begoli, Edmon"
1792,543,"Bashroush, R"
1793,543," Spence, I"
1794,543," Kilpatrick, P"
1795,543," Brown, T J"
1796,544,"Bashroush, R"
1797,544," Spence, I"
1798,544," Kilpatrick, P"
1799,544," Brown, T J"
1800,545,"You, Dae Jong"
1801,545,"Jin, Seon Ah"
1802,545,"Lee, Kang Hee"
1803,545,"Pak, Chanho"
1804,545,"Choi, Kyoung Hwan"
1805,545,"Chang, Hyuk"
1806,546,"Perry, D E"
1807,547,"Weinreich, Rainer"
1808,547,"Buchgeher, Georg"
1809,548,"Bass, Matthew"
1810,548,"Mikulovic, Vesna"
1811,548,"Bass, Len"
1812,548,"Herbsleb, James"
1813,548,"Cataldo, Marcelo"
1814,549,"Bass, M"
1815,549," Mikulovic, V"
1816,549," Bass, L"
1817,549," James, H"
1818,549," Marcelo, C"
1819,550,"Tibermacine, Chouki"
1820,550,"Fleurquin, R gis"
1821,550,"Sadou, Salah"
1822,551,"Goknil, Arda"
1823,551,"Suryadevara, Jagadish"
1824,551,"Peraldi Frati, Marie Agn s"
1825,551,"Mallet, Fr d ric"
1826,552,"Klein, John"
1827,553,"Birkmeier, Dominik"
1828,553,"Overhage, Sven"
1829,554,"Herold, S"
1830,554," Mair, M"
1831,555,"Farenhorst, Rik"
1832,555,"Lago, Patricia"
1833,555,"Van Vliet, Hans"
1834,556,"Farenhorst, Rik"
1835,556,"Lago, Patricia"
1836,556,"Van Vliet, Hans"
1837,557,"Farenhorst, R"
1838,557," Lago, P"
1839,557," van Vliet, H"
1840,558,"Farenhorst, R"
1841,558," Lago, P"
1842,558," van Vliet, H"
1843,559,"Hinsman, Carl"
1844,559,"Sangal, Neeraj"
1845,559,"Stafford, Judith"
1846,560,"Zalewski, Andrzej"
1847,561,"Zalewski, Andrzej"
1848,562,"Zalewski, A"
1849,563,"Zalewski, A"
1850,564,"Fittkau, Florian"
1851,564,"Stelzer, Phil"
1852,564,"Hasselbring, Wilhelm"
1853,565,"Janssen, G J M"
1854,565," Sitters, E F"
1855,565," Pfrang, A"
1856,566,"Koziolek, Heiko"
1857,567,"Hesenius, Marc"
1858,567,"Gruhn, Volker"
1859,568,"Tang, Antony"
1860,568,"Tran, Minh H"
1861,568," Han, Jun"
1862,568,"Van Vliet, Hans"
1863,569,"Tang, A"
1864,569," Tran, M H"
1865,569, Jun Han
1866,569,"van Vliet, H"
1867,570,"Corry, Aino Vonge"
1868,570,"Hansen, Klaus Marius"
1869,570,"Svensson, David"
1870,571,"Corry, A V"
1871,571," Hansen, K M"
1872,571," Svensson, D"
1873,572,"Feugas, Alexandre"
1874,572,"Mosser, S bastien"
1875,572,"Duchien, Laurence"
1876,573,"Galster, Matthias"
1877,574,"Loukil, Sihem"
1878,574,"Kallel, Slim"
1879,574,"Zalila, Bechir"
1880,574,"Jmaiel, Mohamed"
1881,575,"Koziolek, Heiko"
1882,575,"Domis, Dominik"
1883,575,"Goldschmidt, Thomas"
1884,575,"Vorst, Philipp"
1885,575,"Weiss, Roland J"
1886,576,"Koziolek, Heiko"
1887,576,"Domis, Dominik"
1888,576,"Goldschmidt, Thomas"
1889,576,"Vorst, Philipp"
1890,576,"Weiss, Roland J"
1891,577,"St rrle, Harald"
1892,578,"Tang, Antony"
1893,578,"Babar, Muhammad Ali"
1894,578,"Gorton, Ian"
1895,578,"Han, Jun"
1896,579,"Axelsson, Jakob"
1897,580,"Inverardi, P"
1898,580," Muccini, H"
1899,580," Pelliccione, P"
1900,581,"Navarro, Elena"
1901,581,"Letelier, Patricio"
1902,581,"Ja n, Javier"
1903,581,"Ramos, Isidro"
1904,582,"Navarro, Elena"
1905,582,"Letelier, Patricio"
1906,582,"Ja n, Javier"
1907,582,"Ramos, Isidro"
1908,583,"Navarro, E"
1909,583," Letelier, P"
1910,583," Jaen, J"
1911,583," Ramos, I"
1912,584,"Navarro, E"
1913,584," Letelier, P"
1914,584," Jaen, J"
1915,584," Ramos, I"
1916,585,"Galster, Matthias"
1917,585,"Avgeriou, Paris"
1918,586,"Galster, Matthias"
1919,586,"Avgeriou, Paris"
1920,587,"Anzures Garc a, Mario"
1921,587," Hornos, Miguel J"
1922,587," Paderewski Rodr guez, Patricia"
1923,588,"Anzures Garc a, Mario"
1924,588," Hornos, Miguel J"
1925,588," Paderewski Rodr guez, Patricia"
1926,589,"Anzures Garcia, M"
1927,589," Hornos, M J"
1928,589," Paderewski Rodriguez, P"
1929,590,"Anzures Garcia, M"
1930,590," Hornos, M J"
1931,590," Paderewski Rodriguez, P"
1932,591,"Vierhauser, Michael"
1933,591,"Rabiser, Rick"
1934,591,"Grunbacher, Paul"
1935,591,"Danner, Christian"
1936,591,"Wallner, Stefan"
1937,591,"Zeisel, Helmut"
1938,592,"Kiwelekar, Arvind W"
1939,592," Joshi, Rushikesh K"
1940,593,"Kiwelekar, A W"
1941,593," Joshi, R K"
1942,594,"Brightman, E"
1943,594," Hinds, G"
1944,594," O Malley, R"
1945,595,"Brightman, E"
1946,595," Hinds, G"
1947,595," O Malley, R"
1948,596,"Motelay Massei, A"
1949,596," Ollivon, D"
1950,596," Garban, B"
1951,596," Tiphagne Larcher, K"
1952,596," Chevreuil, M"
1953,597,"Motelay Massei, A"
1954,597," Ollivon, D"
1955,597," Garban, B"
1956,597," Tiphagne Larcher, K"
1957,597," Chevreuil, M"
1958,598,"Latvala, Outi Marja"
1959,598,"Toivonen, Jyri"
1960,598,"Kuusij rvi, Jarkko"
1961,598,"Evesti, Antti"
1962,599,"Yi, Xiaowei"
1963,599,"Li, Mingy"
1964,599,"Zheng, Gang"
1965,599,"Zheng, Changwen"
1966,600,"Yi, Xiaowei"
1967,600," Zheng, Gang"
1968,600,"Li, Mingy"
1969,600," Ma, Hengtai"
1970,600,"Zheng, Changwen"
1971,601,"Spalazzese, Romina"
1972,601,"Inverardi, Paola"
1973,601,"Issarny, Val rie"
1974,602,"Spalazzese, Romina"
1975,602,"Inverardi, Paola"
1976,602,"Issarny, Val rie"
1977,603,"Spalazzese, Romina"
1978,603,"Inverardi, Paola"
1979,603,"Issarny, Val rie"
1980,604,"Wette, Philip"
1981,604,"Arens, Stephan"
1982,604,"Eisner, Andreas"
1983,604,"Domik, Gitta"
1984,605,"Liu, Yan"
1985,605,"Gorton, Ian"
1986,605,"Bass, Len"
1987,605,"Hoang, Cuong"
1988,605,"Abanmi, Suhail"
1989,606,Yan Li
1990,606,"Gorton, I"
1991,606," Bass, L"
1992,606, Cuong Hoang
1993,606,"Abanmi, S"
1994,607,"Liu, Yan"
1995,607,"Babar, Muhammad Ali"
1996,607,"Gorton, Ian"
1997,608,Yan Li
1998,608,"Babar, M A"
1999,608," Gorton, I"
2000,609,"Lewis, Grace A"
2001,609," Lago, Patricia"
2002,609,"Procaccianti, Giuseppe"
2003,610,"Lewis, G A"
2004,610," Lago, P"
2005,610," Procaccianti, G"
2006,611,"Moreno, G A"
2007,611," Merson, P"
2008,612,"Moreno, Gabriel A"
2009,612," Merson, Paulo"
2010,613,"Mzid, Rania"
2011,613,"Mraidha, Chokri"
2012,613,"Babau, Jean Philippe"
2013,613,"Abid, Mohamed"
2014,614,"Tounsi, Imen"
2015,614,"Hadj Kacem, Mohamed"
2016,614,"Hadj Kacem, Ahmed"
2017,615,"Ardagna, Danilo"
2018,615,"Ghezzi, Carlo"
2019,615,"Mirandola, Raffaela"
2020,616,"Ardagna, D"
2021,616," Ghezzi, C"
2022,616," Mirandola, R"
2023,617,"Perez Palacin, Diego"
2024,617,"Mirandola, Raffaela"
2025,618,"Zalewski, Andrzej"
2026,618,"Kijas, Szymon"
2027,618,"Sokoowska, Dorota"
2028,619,"Gonzalez Herrera, Inti"
2029,619,"Bourcier, Johann"
2030,619,"Daubert, Erwan"
2031,619,"Rudametkin, Walter"
2032,619,"Barais, Olivier"
2033,619,"Fouquet, Francois"
2034,619,"Jezequel, Jean Marc"
2035,620,"Huber, Nikolaus"
2036,620,"Brosig, Fabian"
2037,620,"Kounev, Samuel"
2038,621,"Montresor, Alberto"
2039,622,"Yu, Jian"
2040,622,"Han, Jun"
2041,622,"Schneider, Jean Guy"
2042,622,"Hine, Cameron"
2043,622,"Versteeg, Steve"
2044,623,"Esfahani, Naeem"
2045,623,"Malek, Sam"
2046,624,"Roshandel, Roshanak"
2047,624,"Medvidovic, Nenad"
2048,624,"Golubchik, Leana"
2049,625,"Roshandel, R"
2050,625," Medvidovic, N"
2051,625," Golubchik, L"
2052,626,"Fouquet, Fran ois"
2053,626,"Nain, Gr gory"
2054,626,"Daubert, Erwan"
2055,626,"Bourcier, Johann"
2056,626,"Barais, Olivier"
2057,626,"Plouzeau, Noel"
2058,626,"Morin, Brice"
2059,627,"Balasubramaniam, Dharini"
2060,627,"Morrison, Ron"
2061,627,"Greenwood, R"
2062,627,Mark
2063,627,"Warboys, Brian"
2064,628,"Balasubramaniam, D"
2065,628," Morrison, R"
2066,628," Greenwood, R M"
2067,628," Warboys, B"
2068,629,"Mirandola, Raffaela"
2069,629,"Perez Palacin, Diego"
2070,630,"Musil, Juergen"
2071,630,"Musil, Angelika"
2072,630,"Winkler, Dietmar"
2073,630,"Biffl, Stefan"
2074,631,"Musil, Juergen"
2075,631,"Musil, Angelika"
2076,631,"Winkler, Dietmar"
2077,631,"Biffl, Stefan"
2078,632,"Ghezzi, Carlo"
2079,632,"Motta, Alfredo"
2080,632,"Panzica La Manna, Valerio"
2081,632,"Tamburrelli, Giordano"
2082,633,"Radjenovic, Alek"
2083,633,"Paige, Richard F"
2084,634,"Galster, Matthias"
2085,634,"Babar, Muhammad Ali"
2086,635,"Pereira, Alessandro Costa"
2087,635," Hartmann, Falk"
2088,635," Kadner, Kay"
2089,636,"Pereira, Alessandro Costa"
2090,636," Hartmann, Falk"
2091,636," Kadner, Kay"
2092,637,"Pereira, A C"
2093,637," Hartmann, F"
2094,637," Kadner, K"
2095,638,"Pereira, A C"
2096,638," Hartmann, F"
2097,638," Kadner, K"
2098,639,"Deiters, Constanze"
2099,639,"Rausch, Andreas"
2100,640,"Anvaari, Mohsen"
2101,640,"Conradi, Reidar"
2102,640,"Jaccheri, Letizia"
2103,641,"Sant Anna, Cl udio"
2104,641," Figueiredo, Eduardo"
2105,641,"Garcia, Alessandro"
2106,641,"Lucena, Carlos J"
2107,642,"Sant Anna, Cl udio"
2108,642," Figueiredo, Eduardo"
2109,642,"Garcia, Alessandro"
2110,642,"Lucena, Carlos J"
2111,643,"Sant Anna, C"
2112,643," Figueiredo, E"
2113,643," Garcia, A"
2114,643," Lucena, C J P"
2115,644,"Sant Anna, C"
2116,644," Figueiredo, E"
2117,644," Garcia, A"
2118,644," Lucena, C J P"
2119,645,"Tofan, Dan"
2120,645,"Galster, Matthias"
2121,645,"Avgeriou, Paris"
2122,646,"Clements, Paul"
2123,646,"Kazman, Rick"
2124,646,"Klein, Mark"
2125,647,"Clerc, Viktor"
2126,647,"Lago, Patricia"
2127,647,"Van Vliet, Hans"
2128,648,"Clerc, V"
2129,648," Lago, P"
2130,648," van Vliet, H"
2131,649,"Bernardo, Marco"
2132,649,"Bont , Edoardo"
2133,650,"Bernardo, M"
2134,650," Bonta, E"
2135,651,Changhai Nie
2136,651,Baowen X
2137,651,Liang Shi
2138,651,Guowei Dong
2139,652,"Brebner, Paul"
2140,652,"O Brien, Liam"
2141,652,"Gray, Jon"
2142,653,"Brebner, Paul"
2143,653,"O Brien, Liam"
2144,653,"Gray, Jon"
2145,654,"Brebner, Paul"
2146,654,"O Brien, Liam"
2147,654,"Gray, Jon"
2148,655,"Khudhayer, Wisam J"
2149,655," Kariuki, Nancy"
2150,655,"Myers, Deborah J"
2151,655," Shaikh, Ali U"
2152,655," Karabacak, Tansel"
2153,656,"Khudhayer, Wisam J"
2154,656," Shaikh, Ali U"
2155,656," Karabacak, Tansel"
2156,657,"Jafri, R"
2157,657,Imran
2158,657,"Arockiados, T"
2159,657," Rajalakshmi, N"
2160,657," Ramaprabhu, S"
2161,658,"Naab, Matthias"
2162,659,"Juhola, Arto"
2163,659,"Ahola, Titta"
2164,659,"Ahola, Kimmo"
2165,660,"Blosi, M"
2166,660," Albonetti, S"
2167,660," Costa, A L"
2168,660," Sangiorgi, N"
2169,660," Sanson, A"
2170,661,"Van Drunen, Julia"
2171,661,"Kinkead, Brandy"
2172,661,"Wang, Michael C"
2173,661," Sourty, Erwan"
2174,661,"Gates, Byron D"
2175,661," Jerkiewicz, Gregory"
2176,662,"Garlan, David"
2177,662," Woods, Eoin"
2178,662," Kruchten, Philippe"
2179,663,"Crnkovic, Ivica"
2180,663," Jamwal, Vikram"
2181,664,"Dauvin, Jean Claude"
2182,664," Romana, Louis Alexandre"
2183,665,"Dauvin, Jean Claude"
2184,665," Romana, Louis Alexandre"
2185,666,"Reussner, Ralf"
2186,666," Mayer, Johannes"
2187,666," Stafford, Judith"
2188,666," Overhage, Sven"
2189,666," Becker, Steffen"
2190,666," Schroeder, Patrick J"
2191,667,"Morrison, Ron"
2192,667," Papadopoulos, George A"
2193,668,"Oquendo, Flavio"
2194,668," Cuesta, Carlos E"
2195,668,"Marcos, Esperanza"
2196,669,"Oquendo, Flavio"
2197,669," Cuesta, Carlos E"
2198,669,"Marcos, Esperanza"
2199,670,"Nord, Robert"
2200,670," Medvidovic, Nenad"
2201,670," Krikhaar, Rene"
2202,670," Stafford, Judith"
2203,670," Bosch, Jan"
2204,671,"Paulish, Dan"
2205,671," Gorton, Ian"
2206,671," Tyree, Jeff"
2207,671," Soni, Dilip"
2208,672,"Hofmeister, Christine"
2209,673,"Garlan, David"
2210,674,"Stafford, Judith"
2211,674," Bosch, Jan"
2212,675,"Chen, T Y"
2213,676,"Chikofsky, Elliot"
2214,677,"Klein, John"
2215,678,"Hepner, M"
2216,678,"Gamble, R"
2217,679,"Barais, Olivier"
2218,679," Lawall, Julia"
2219,679," Le, Meur, Anne Francoise"
2220,679," Duchien, Laurence"
2221,680,"Matinlassi, Mari"
2222,681,"Land, Rikard"
2223,681," Blankers, Laurens"
2224,681," Larsson, Stig"
2225,681," Crnkovic, Ivica"
2226,682,"Luders, Frank"
2227,682," Flemstrom, Daniel"
2228,682," Wall, Anders"
2229,683,"Perez, Jennifer"
2230,683," Llavador, Manuel"
2231,683," Carsi, Jose A"
2232,683,"Canos, Jose H"
2233,683,"Ramos, Isidro"
2234,684,"Revillard, Jerome"
2235,684," Cimpan, Sorana"
2236,684," Benoit, Eric"
2237,684," Oquendo, Flavio"
2238,685,"Ratcliffe, Olivier"
2239,685," Cimpan, Sorana"
2240,685," Oquendo, Flavio"
2241,686,"Ali, Nour"
2242,686," Perez, Jennifer"
2243,686," Ramos, Isidro"
2244,686," Carsi, Jose A"
2245,687,"Manset, David"
2246,687," Verjus, Herve"
2247,687," McClatchey, Richard"
2248,688,"Manset, David"
2249,688," Verjus, Herve"
2250,688," McClatchey, Richard"
2251,689,"Evesti, Antti"
2252,689,"Pantsar Syv niemi, Susanna"
2253,690,"Di Marco, Antinisca"
2254,690,"Mirandola, Raffaela"
2255,691,"Di Marco, A"
2256,691," Mirandola, R"
2257,692,"Lytra, Ioanna"
2258,692,"Sobernig, Stefan"
2259,692,"Zdun, Uwe"
2260,693,"Lytra, Ioanna"
2261,693,"Sobernig, Stefan"
2262,693,"Zdun, Uwe"
2263,694,"Losilla, Fernando"
2264,694,"Vicente Chicote, Cristina"
2265,694," lvarez, B rbara"
2266,694,"Iborra, Andr s"
2267,694,"S nchez, Pedro"
2268,695,"Losilla, Fernando"
2269,695,"Vicente Chicote, Cristina"
2270,695," lvarez, B rbara"
2271,695,"Iborra, Andr s"
2272,695,"S nchez, Pedro"
2273,696,"Losilla, F"
2274,696," Vicente Chicote, C"
2275,696," Alvarez, B"
2276,696," Iborra, A"
2277,696," Sanchez, P"
2278,697,"Losilla, F"
2279,697," Vicente Chicote, C"
2280,697," Alvarez, B"
2281,697," Iborra, A"
2282,697," Sanchez, P"
2283,698,"Lulli, Guglielmo"
2284,698,"Mirandola, Raffaela"
2285,698,"Potena, Pasqualina"
2286,698,"Raibulet, Claudia"
2287,699,"K nemann, Patrick"
2288,699,"Zimmermann, Olaf"
2289,700,"K nemann, Patrick"
2290,701,"K nemann, Patrick"
2291,702,"K nemann, Patrick"
2292,703,"Sagardui, Goiuria"
2293,703,"Aldekoa, Gentzane"
2294,703,"Etxeberria, Leire"
2295,704,"Rathfelder, Christoph"
2296,704,"Becker, Stefan"
2297,704,"Krogmann, Klaus"
2298,704,"Reussner, Ralf"
2299,705,"Rathfelder, Christoph"
2300,705,"Becker, Stefan"
2301,705,"Krogmann, Klaus"
2302,705,"Reussner, Ralf"
2303,706,"Kornst dt, Andreas"
2304,706,"Sauer, Joachim"
2305,707,"Kornstadt, A"
2306,707," Sauer, J"
2307,708,Huajie Huang
2308,708,Xin Wang
2309,709,"Happe, J"
2310,710,"Szlenk, Marcin"
2311,710,"Zalewski, Andrzej"
2312,710,"Kijas, Szymon"
2313,711,"Szlenk, Marcin"
2314,711,"Zalewski, Andrzej"
2315,711,"Kijas, Szymon"
2316,712,"Tibermacine, Chouki"
2317,712,"Kerdoudi, Mohamed Lamine"
2318,713,"Bont , Edoardo"
2319,713,"Bernardo, Marco"
2320,714,"Bont , Edoardo"
2321,714,"Bernardo, Marco"
2322,715,"Bont , Edoardo"
2323,715,"Bernardo, Marco"
2324,716,"Tibermacine, Chouki"
2325,716,"Dony, Christophe"
2326,716,"Sadou, Salah"
2327,716,"Fabresse, Luc"
2328,717,"Perez Palacin, Diego"
2329,717,"Mirandola, Raffaela"
2330,717,"Merseguer, Jos"
2331,718,"Stanic, V"
2332,718," Tatalovich, J"
2333,719,"Hoyland, Christine A"
2334,719, MacG
2335,719,"Adams, Kevin"
2336,720,"Hoyland, Christine A"
2337,720, MacG
2338,720,"Adams, Kevin"
2339,721,"Hoyland, Christine A"
2340,721, MacG
2341,721,"Adams, Kevin"
2342,722,"Grden, Micha"
2343,722,"Alsabet, Mohammad"
2344,722,"Jerkiewicz, Gregory"
2345,723,"Kim, Nam In"
2346,723,"Seong, Jinhae"
2347,723,"Yang, Min Ji"
2348,723,"Cho, Sung Hwa"
2349,723,"Park, Jun Young"
2350,723,"Choi, Han Shin"
2351,723,"Joo, Sang Hoon"
2352,723,"Kwon, Kyungjung"
2353,724,"Vasconcelos, A"
2354,724," Werner, C"
2355,725,"Savolainen, Juha"
2356,725,"Myll rniemi, Varvana"
2357,726,"Savolainen, Juha"
2358,726,"Myll rniemi, Varvana"
2359,727,"Savolainen, Juha"
2360,727,"Myll rniemi, Varvana"
2361,728,"Mu, Liping"
2362,728,"Gjster, Terje"
2363,728,"Prinz, Andreas"
2364,728,"Tveit, Merete Skjelten"
2365,729,"Lu, Qinghua"
2366,729," Zhu, Liming"
2367,729," Bass, Len"
2368,729," Xu, Xiwei"
2369,729,"Li, Zhanwen"
2370,729,"Wada, Hiroshi"
2371,730,"Dajsuren, Yanja"
2372,730,"Van Den Brand, Mark"
2373,730,"Serebrenik, Alexander"
2374,730,"Huisman, Rudolf"
2375,731,"Roshandel, Roshanak"
2376,731,"Schmerl, Bradley"
2377,731,"Medvidovic, Nenad"
2378,731,"Garlan, David"
2379,731,"Zhang, Dehua"
2380,732,"Roshandel, R"
2381,732," Schmerl, B"
2382,732," Medvidovic, N"
2383,732," Garlan, D"
2384,732," Zhang, D"
2385,733,"Gerber, Aurona"
2386,733," Sinha, Saurabh"
2387,733," Van Der Merwe, Alta"
2388,733," Kam, Moshe"
2389,734,"Li, Yujing"
2390,734," Li, Yongjia"
2391,734,"Zhu, Enbo"
2392,734,"McLouth, Tait"
2393,734,"Chiu, Chin Yi"
2394,734,"Huang, Xiaoqing"
2395,734,"Huang, Y"
2396,735,"Cortellessa, Vittorio"
2397,735,"Pierini, Pierluigi"
2398,735,"Spalazzese, Romina"
2399,735,"Vianale, Alessio"
2400,736,"Cortellessa, V"
2401,736," Pierini, P"
2402,736," Spalazzese, R"
2403,736," Vianale, A"
2404,737,"Trubiani, Catia"
2405,737,"Meedeniya, Indika"
2406,737,"Cortellessa, Vittorio"
2407,737,"Aleti, Aldeida"
2408,737,"Grunske, Lars"
2409,738,"Kalibera, T"
2410,738," Bulej, L"
2411,738," Tuma, P"
2412,739,"Koziolek, Heiko"
2413,739," Becker, Steffen"
2414,739," Happe, Jens"
2415,740,"Koziolek, H"
2416,740," Becker, S"
2417,740," Happe, J"
2418,741,"Koziolek, Heiko"
2419,741," Happe, Jens"
2420,741," Becker, Steffen"
2421,742,"Koziolek, H"
2422,742," Happe, J"
2423,742," Becker, S"
2424,743,"Groenda, Henning"
2425,744,"Wert, Alexander"
2426,744,"Oehler, Marius"
2427,744,"Heger, Christoph"
2428,744,"Farahbod, Roozbeh"
2429,745,"Kim, Cheonghee"
2430,745,"Oh, Jong Gil"
2431,745,"Kim, Yong Tae"
2432,745,"Kim, Hansung"
2433,745,"Lee, Hyunjoo"
2434,746,"Ogi, Takashi"
2435,746,"Balgis, Ratna"
2436,746,"Okuyama, Kikuo"
2437,746,"Tajima, Naoko"
2438,746,"Setyawan, Her"
2439,747,"Lin, Jui Hsiang"
2440,747,"Ko, Tse Hao"
2441,747,"Lin, Yu Hsin"
2442,747,"Pan, Chung Kai"
2443,748,"Ono, Kenshiro"
2444,748,"Sekizawa, Koshi"
2445,748,"Takeuchi, Norimits"
2446,748,"Yoshida, Toshihiko"
2447,748,"Sudoh, Masao"
2448,749,"Ono, Kenshiro"
2449,749,"Yasuda, Yuki"
2450,749,"Sekizawa, Koshi"
2451,749,"Takeuchi, Norimits"
2452,749,"Yoshida, Toshihiko"
2453,749,"Sudoh, Masao"
2454,750,"Nord, Robert L"
2455,750," Ozkaya, Ipek"
2456,750,"Kruchten, Philippe"
2457,750,"Gonzalez Rojas, Marco"
2458,751,"Nord, Robert L"
2459,751," Ozkaya, Ipek"
2460,751,"Kruchten, Philippe"
2461,751,"Gonzalez Rojas, Marco"
2462,752,"Hunink, Ivo"
2463,752,"Van Erk, Rene"
2464,752,"Jansen, Slinger"
2465,752,"Brinkkemper, Sjaak"
2466,753,"Kennaley, Mark"
2467,754,"Heider, Wolfgang"
2468,754,"Vierhauser, Michael"
2469,754,"Lettner, Daniela"
2470,754,"Gr nbacher, Paul"
2471,755,"Heider, Wolfgang"
2472,755,"Vierhauser, Michael"
2473,755,"Lettner, Daniela"
2474,755,"Gr nbacher, Paul"
2475,756,"Kjr, Kristian Ellebk"
2476,757,"Kjr, Kristian Ellebk"
2477,758,"Kjaer, K E"
2478,759,"Kjaer, K E"
2479,760,Zhang Yuan yuan
2480,760,Li Xiang yi
2481,760,Li Huan qiao
2482,760,Xin Qin
2483,760,Sun Gong quan
2484,761,"Guterman, V E"
2485,761," Pakharev, A Y"
2486,761," Tabachkova, N Y"
2487,762,"Wu, Feng"
2488,762," Liu, Yan Hong"
2489,762,"Wu, Chuan"
2490,763,"Zeng, J"
2491,763," Lee, J Y"
2492,763," Chen, J"
2493,763," Shen, P K"
2494,763," Song, S"
2495,764,"Zeng, J"
2496,764," Lee, J Y"
2497,764," Chen, J"
2498,764," Shen, P K"
2499,764," Song, S"
2500,765,"Zeng, J"
2501,765," Lee, J Y"
2502,765," Chen, J"
2503,765," Shen, P K"
2504,765," Song, S"
2505,766,"Zeng, J"
2506,766," Lee, J Y"
2507,766," Chen, J"
2508,766," Shen, P K"
2509,766," Song, S"
2510,767,"Oezaslan, Mehtap"
2511,767,"Hasch , Fr d ric"
2512,767,"Strasser, Peter"
2513,768,"Chen, Zhomgwei"
2514,768,"Deng, Weiqiao"
2515,768," Wang, Xin"
2516,768," Yan, Yushan"
2517,769,"Chen, Zhomgwei"
2518,769,"Deng, Weiqiao"
2519,769," Wang, Xin"
2520,769," Yan, Yushan"
2521,770,"Neyerlin, K C"
2522,770," Vastava, Ratndeep"
2523,770,"Strasser, Peter"
2524,771,"Johnsen, Andreas"
2525,771,"Pettersson, Paul"
2526,771,"Lundqvist, Kristina"
2527,772,"Ameller, David"
2528,772,"Galster, Matthias"
2529,772,"Avgeriou, Paris"
2530,772,"Franch, Xavier"
2531,773,"Da Silva Amorim, Simone"
2532,773,"McGregor, John D"
2533,773," De Almeida, Eduardo Santana"
2534,773,Von Flach G
2535,773,"Chavez, Christina"
2536,774,"Zhou, Jiehan"
2537,774,"Niemel , Eila"
2538,774,"Savolainen, Pekka"
2539,775,Jiehan Zho
2540,775,"Niemela, E"
2541,775," Savolainen, P"
2542,776,"Bode, Stephan"
2543,776,"Riebisch, Matthias"
2544,777,"Franco, Jo o M"
2545,777," Barbosa, Raul"
2546,777,"Zenha Rela, M rio"
2547,778,"Franco, Jo o M"
2548,778," Barbosa, Raul"
2549,778,"Zenha Rela, M rio"
2550,779,"Koch, T"
2551,779," Holtmann, J"
2552,779," DeAntoni, J"
2553,780,"Koch, Thorsten"
2554,780,"Holtmann, J rg"
2555,780,"Deantoni, Julien"
2556,781,"Garlan, David"
2557,782,"Garlan, David"
2558,783,"Garlan, D"
2559,784,"Garlan, D"
2560,785,"Joolia, Ackbar"
2561,785,"Batista, Thais"
2562,785,"Coulson, Geoff"
2563,785,"Gomes, Antonio Tadeu A"
2564,786,"Navarro, Elena"
2565,786,"Cuesta, Carlos E"
2566,786," Perry, Dewayne E"
2567,787,"Navarro, Elena"
2568,787,"Cuesta, Carlos E"
2569,787," Perry, Dewayne E"
2570,788,"Navarro, Elena"
2571,788,"Cuesta, Carlos E"
2572,788," Perry, Dewayne E"
2573,789,"Ingstrup, Mads"
2574,789,"Hansen, Klaus Marius"
2575,790,"Lee, Hyesun"
2576,790,"Yang, Jin Seok"
2577,790,"Kang, Kyo C"
2578,791,"Lee, Hyesun"
2579,791,"Yang, Jin Seok"
2580,791,"Kang, Kyo C"
2581,792,"Buchgeher, Georg"
2582,792,"Weinreich, Rainer"
2583,793,"Mart nez Fern ndez, Silverio"
2584,793,"Ayala, Claudia P"
2585,793," Franch, Xavier"
2586,793,"Martins Marques, Helena"
2587,794,"Guessi, Milena"
2588,794,"Oquendo, Flavio"
2589,794,"Nakagawa, Elisa Yumi"
2590,795,"Nakagawa, Elisa Y"
2591,795," Guessi, Milena"
2592,795,"Maldonado, Jose C"
2593,795," Feitosa, Daniel"
2594,795,"Oquendo, Flavio"
